description
"rumah ini memiliki luas area sebesar 7420 meter persegi, 4 kamar tidur, dan 2 kamar mandi. rumah ini terdiri dari 3 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 2 tempat parkir. rumah ini yes berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 13300000"
"rumah ini memiliki luas area sebesar 3450 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 2 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3395000"
"rumah ini memiliki luas area sebesar 3640 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3395000"
"rumah ini memiliki luas area sebesar 3500 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 2 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 4960 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 3 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 4120 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 4750 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 3720 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 3750 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 3100 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 3185 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 2 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3360000"
"rumah ini memiliki luas area sebesar 2700 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3353000"
"rumah ini memiliki luas area sebesar 2145 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini yes berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3332000"
"rumah ini memiliki luas area sebesar 4040 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3325000"
"rumah ini memiliki luas area sebesar 4775 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3325000"
"rumah ini memiliki luas area sebesar 2500 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 3180 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 6060 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, yes memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 3480 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 3792 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 4040 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 2145 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini yes berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 5880 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3290000"
"rumah ini memiliki luas area sebesar 4500 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3255000"
"rumah ini memiliki luas area sebesar 3930 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3255000"
"rumah ini memiliki luas area sebesar 3640 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3234000"
"rumah ini memiliki luas area sebesar 4370 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3220000"
"rumah ini memiliki luas area sebesar 2684 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3220000"
"rumah ini memiliki luas area sebesar 4320 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3220000"
"rumah ini memiliki luas area sebesar 3120 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3220000"
"rumah ini memiliki luas area sebesar 3450 meter persegi, 1 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 3986 meter persegi, 2 kamar tidur, dan 2 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, yes memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 3500 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 4095 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 2 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 1650 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 3450 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 6750 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 9000 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 2 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 3069 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3150000"
"rumah ini memiliki luas area sebesar 4500 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3143000"
"rumah ini memiliki luas area sebesar 5495 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3129000"
"rumah ini memiliki luas area sebesar 2398 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini yes berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3118850"
"rumah ini memiliki luas area sebesar 3000 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3115000"
"rumah ini memiliki luas area sebesar 3850 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3115000"
"rumah ini memiliki luas area sebesar 3500 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3115000"
"rumah ini memiliki luas area sebesar 8100 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3087000"
"rumah ini memiliki luas area sebesar 4960 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan yes memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3080000"
"rumah ini memiliki luas area sebesar 2160 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3080000"
"rumah ini memiliki luas area sebesar 3090 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, yes memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3080000"
"rumah ini memiliki luas area sebesar 4500 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  yes disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3080000"
"rumah ini memiliki luas area sebesar 3800 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3045000"
"rumah ini memiliki luas area sebesar 3090 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 3240 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 2 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 2835 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 4600 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 5076 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 3750 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 3630 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 3 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 3010000"
"rumah ini memiliki luas area sebesar 8050 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 3003000"
"rumah ini memiliki luas area sebesar 4352 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2975000"
"rumah ini memiliki luas area sebesar 3000 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2961000"
"rumah ini memiliki luas area sebesar 5850 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan yes memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 4960 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 3600 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 3660 meter persegi, 4 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 3480 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 1 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 2700 meter persegi, 2 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 1 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah furnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 3150 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada no pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah unfurnished.harga rumah ini adalah 2940000"
"rumah ini memiliki luas area sebesar 6615 meter persegi, 3 kamar tidur, dan 1 kamar mandi. rumah ini terdiri dari 2 lantai. rumah ini berada yes pinggir jalan raya, no memiliki ruang tamu, dan no memiliki basement. rumah ini  no disediakan waterheater dan no memiliki ac. Tersedia 0 tempat parkir. rumah ini no berada di lingkungan yang diminati, dan kondisinya adalah semi-furnished.harga rumah ini adalah 2940000"
